GEOID,NAME,label,top1,top2,top3,pop,pct_asn,pct_tot,metro
17097862100,"Census Tract 8621, Lake County, Illinois",Filipino,34,85%,1%,34,0.85,0.01,6
17197883803,"Census Tract 8838.03, Will County, Illinois",Chinese,34,65%,1%,34,0.65,0.01,6
18089043002,"Census Tract 430.02, Lake County, Indiana",Asian Indian,34,55%,1%,34,0.55,0.01,6
25009253201,"Census Tract 2532.01, Essex County, Massachusetts",Chinese,34,49%,1%,34,0.49,0.01,2
25023505101,"Census Tract 5051.01, Plymouth County, Massachusetts",Chinese,34,68%,1%,34,0.68,0.01,2
25023521102,"Census Tract 5211.02, Plymouth County, Massachusetts",Nepalese,34,100%,1%,34,1,0.01,2
25025060200,"Census Tract 602, Suffolk County, Massachusetts",Chinese,34,59%,1%,34,0.59,0.01,2
25025110301,"Census Tract 1103.01, Suffolk County, Massachusetts",Chinese,34,87%,1%,34,0.87,0.01,2
26099220002,"Census Tract 2200.02, Macomb County, Michigan",Indonesian,34,100%,1%,34,1,0.01,5
26099228000,"Census Tract 2280, Macomb County, Michigan",Filipino,34,27%,1%,34,0.27,0.01,5
26125141200,"Census Tract 1412, Oakland County, Michigan",Chinese,34,36%,1%,34,0.36,0.01,5
26163533900,"Census Tract 5339, Wayne County, Michigan",Filipino,34,48%,1%,34,0.48,0.01,5
26163536600,"Census Tract 5366, Wayne County, Michigan",Chinese,34,100%,1%,34,1,0.01,5
26163586300,"Census Tract 5863, Wayne County, Michigan",Filipino,34,76%,2%,34,0.76,0.02,5
26163596200,"Census Tract 5962, Wayne County, Michigan",Filipino,34,100%,1%,34,1,0.01,5
27037061001,"Census Tract 610.01, Dakota County, Minnesota",Hmong,34,44%,1%,34,0.44,0.01,12
27053008200,"Census Tract 82, Hennepin County, Minnesota",Korean,34,40%,1%,34,0.4,0.01,12
27053025301,"Census Tract 253.01, Hennepin County, Minnesota",Asian Indian,34,74%,1%,34,0.74,0.01,12
27053027601,"Census Tract 276.01, Hennepin County, Minnesota",Asian Indian,34,33%,1%,34,0.33,0.01,12
27123033800,"Census Tract 338, Ramsey County, Minnesota",Hmong,34,79%,2%,34,0.79,0.02,12
27163070204,"Census Tract 702.04, Washington County, Minnesota",Hmong,34,77%,1%,34,0.77,0.01,12
36005014300,"Census Tract 143, Bronx County, New York",Chinese,34,92%,3%,34,0.92,0.03,13
36005023502,"Census Tract 235.02, Bronx County, New York",Asian Indian,34,65%,1%,34,0.65,0.01,13
36047028900,"Census Tract 289, Kings County, New York",Chinese,34,74%,1%,34,0.74,0.01,13
36047033500,"Census Tract 335, Kings County, New York",Asian Indian,34,97%,1%,34,0.97,0.01,13
36047050803,"Census Tract 508.03, Kings County, New York",Japanese,34,49%,2%,34,0.49,0.02,13
36047051200,"Census Tract 512, Kings County, New York",Filipino,34,32%,1%,34,0.32,0.01,13
36047065200,"Census Tract 652, Kings County, New York",Chinese,34,47%,3%,34,0.47,0.03,13
36047082000,"Census Tract 820, Kings County, New York",Asian Indian,34,45%,1%,34,0.45,0.01,13
36047088600,"Census Tract 886, Kings County, New York",Bangladeshi,34,76%,1%,34,0.76,0.01,13
36047094600,"Census Tract 946, Kings County, New York",Asian Indian,34,74%,2%,34,0.74,0.02,13
36059406801,"Census Tract 4068.01, Nassau County, New York",Filipino,34,45%,1%,34,0.45,0.01,13
36059416300,"Census Tract 4163, Nassau County, New York",Chinese,34,68%,1%,34,0.68,0.01,13
36103110502,"Census Tract 1105.02, Suffolk County, New York",Chinese,34,79%,1%,34,0.79,0.01,13
36103110801,"Census Tract 1108.01, Suffolk County, New York",Korean,34,68%,2%,34,0.68,0.02,13
36103147702,"Census Tract 1477.02, Suffolk County, New York",Chinese,34,72%,1%,34,0.72,0.01,13
36103158607,"Census Tract 1586.07, Suffolk County, New York",Vietnamese,34,58%,1%,34,0.58,0.01,13
36103159512,"Census Tract 1595.12, Suffolk County, New York",Chinese,34,100%,1%,34,1,0.01,13
53053070311,"Census Tract 703.11, Pierce County, Washington",Filipino,34,53%,1%,34,0.53,0.01,23
48039662100,"Census Tract 6621, Brazoria County, Texas",Vietnamese,34,100%,1%,34,1,0.01,8
48113009500,"Census Tract 95, Dallas County, Texas",Vietnamese,34,67%,2%,34,0.67,0.02,4
48167725700,"Census Tract 7257, Galveston County, Texas",Chinese,34,40%,1%,34,0.4,0.01,8
48201252600,"Census Tract 2526, Harris County, Texas",Vietnamese,34,100%,0%,34,1,0,8
48201411600,"Census Tract 4116, Harris County, Texas",Pakistani,34,45%,1%,34,0.45,0.01,8
48201534203,"Census Tract 5342.03, Harris County, Texas",Vietnamese,34,34%,2%,34,0.34,0.02,8
48201553300,"Census Tract 5533, Harris County, Texas",Pakistani,34,40%,0%,34,0.4,0,8
48367140411,"Census Tract 1404.11, Parker County, Texas",Vietnamese,34,83%,1%,34,0.83,0.01,4
48439111533,"Census Tract 1115.33, Tarrant County, Texas",Pakistani,34,31%,1%,34,0.31,0.01,4
48473680200,"Census Tract 6802, Waller County, Texas",Japanese,34,40%,0%,34,0.4,0,8
48497150602,"Census Tract 1506.02, Wise County, Texas",Chinese,34,81%,0%,34,0.81,0,4
04013082027,"Census Tract 820.27, Maricopa County, Arizona",Chinese,34,31%,1%,34,0.31,0.01,15
04013103502,"Census Tract 1035.02, Maricopa County, Arizona",Korean,34,49%,1%,34,0.49,0.01,15
04013116204,"Census Tract 1162.04, Maricopa County, Arizona",Pakistani,34,83%,1%,34,0.83,0.01,15
04013116707,"Census Tract 1167.07, Maricopa County, Arizona",Chinese,34,65%,1%,34,0.65,0.01,15
04013319403,"Census Tract 3194.03, Maricopa County, Arizona",Filipino,34,97%,1%,34,0.97,0.01,15
04013612700,"Census Tract 6127, Maricopa County, Arizona",Asian Indian,34,54%,1%,34,0.54,0.01,15
04013615900,"Census Tract 6159, Maricopa County, Arizona",Vietnamese,34,23%,1%,34,0.23,0.01,15
04021001703,"Census Tract 17.03, Pinal County, Arizona",Korean,34,32%,2%,34,0.32,0.02,15
05143010501,"Census Tract 105.01, Washington County, Arkansas",Japanese,34,60%,1%,34,0.6,0.01,3
49035100200,"Census Tract 1002, Salt Lake County, Utah",Chinese,34,36%,2%,34,0.36,0.02,19
49049001107,"Census Tract 11.07, Utah County, Utah",Vietnamese,34,54%,1%,34,0.54,0.01,16
13097080511,"Census Tract 805.11, Douglas County, Georgia",Korean,34,40%,0%,34,0.4,0,1
13121001400,"Census Tract 14, Fulton County, Georgia",Asian Indian,34,43%,1%,34,0.43,0.01,1
13223120104,"Census Tract 1201.04, Paulding County, Georgia",Bhutanese,34,100%,1%,34,1,0.01,1
32003005006,"Census Tract 50.06, Clark County, Nevada",Asian Indian,34,42%,1%,34,0.42,0.01,10
32003005904,"Census Tract 59.04, Clark County, Nevada",Filipino,34,59%,1%,34,0.59,0.01,10
06037106405,"Census Tract 1064.05, Los Angeles County, California",Filipino,33,40%,1%,33,0.4,0.01,11
06037218900,"Census Tract 2189, Los Angeles County, California",Filipino,33,36%,1%,33,0.36,0.01,11
06037219902,"Census Tract 2199.02, Los Angeles County, California",Japanese,33,36%,1%,33,0.36,0.01,11
06037534102,"Census Tract 5341.02, Los Angeles County, California",Filipino,33,100%,0%,33,1,0,11
06037600911,"Census Tract 6009.11, Los Angeles County, California",Chinese,33,100%,1%,33,1,0.01,11
06037621002,"Census Tract 6210.02, Los Angeles County, California",Asian Indian,33,56%,4%,33,0.56,0.04,11
06037800504,"Census Tract 8005.04, Los Angeles County, California",Asian Indian,33,37%,1%,33,0.37,0.01,11
06037910715,"Census Tract 9107.15, Los Angeles County, California",Cambodian,33,31%,1%,33,0.31,0.01,11
06059042201,"Census Tract 422.01, Orange County, California",Japanese,33,43%,1%,33,0.43,0.01,11
06059062619,"Census Tract 626.19, Orange County, California",Japanese,33,63%,1%,33,0.63,0.01,11
06065031702,"Census Tract 317.02, Riverside County, California",Vietnamese,33,47%,1%,33,0.47,0.01,17
06065043001,"Census Tract 430.01, Riverside County, California",Filipino,33,51%,1%,33,0.51,0.01,17
06067001200,"Census Tract 12, Sacramento County, California",Asian Indian,33,31%,1%,33,0.31,0.01,18
06067008120,"Census Tract 81.20, Sacramento County, California",Asian Indian,33,34%,1%,33,0.34,0.01,18
06071005500,"Census Tract 55, San Bernardino County, California",Filipino,33,100%,0%,33,1,0,17
06071005600,"Census Tract 56, San Bernardino County, California",Filipino,33,66%,0%,33,0.66,0,17
06073007908,"Census Tract 79.08, San Diego County, California",Chinese,33,40%,1%,33,0.4,0.01,20
06073016617,"Census Tract 166.17, San Diego County, California",Asian Indian,33,42%,1%,33,0.42,0.01,20
06113011101,"Census Tract 111.01, Yolo County, California",Filipino,33,40%,1%,33,0.4,0.01,18
42017105702,"Census Tract 1057.02, Bucks County, Pennsylvania",Chinese,33,100%,1%,33,1,0.01,14
42045403103,"Census Tract 4031.03, Delaware County, Pennsylvania",Chinese,33,42%,1%,33,0.42,0.01,14
42045406100,"Census Tract 4061, Delaware County, Pennsylvania",Asian Indian,33,52%,1%,33,0.52,0.01,14
42101024000,"Census Tract 240, Philadelphia County, Pennsylvania",Vietnamese,33,24%,1%,33,0.24,0.01,14
34005701002,"Census Tract 7010.02, Burlington County, New Jersey",Chinese,33,39%,1%,33,0.39,0.01,14
34007606100,"Census Tract 6061, Camden County, New Jersey",Chinese,33,54%,1%,33,0.54,0.01,14
34007607701,"Census Tract 6077.01, Camden County, New Jersey",Korean,33,100%,1%,33,1,0.01,14
34015501302,"Census Tract 5013.02, Gloucester County, New Jersey",Asian Indian,33,100%,1%,33,1,0.01,14
34025805900,"Census Tract 8059, Monmouth County, New Jersey",Asian Indian,33,77%,1%,33,0.77,0.01,13
34039039700,"Census Tract 397, Union County, New Jersey",Filipino,33,46%,1%,33,0.46,0.01,13
10003010900,"Census Tract 109, New Castle County, Delaware",Vietnamese,33,32%,1%,33,0.32,0.01,14
10003016608,"Census Tract 166.08, New Castle County, Delaware",Asian Indian,33,43%,1%,33,0.43,0.01,14
24021750801,"Census Tract 7508.01, Frederick County, Maryland",Chinese,33,46%,1%,33,0.46,0.01,26
24033801104,"Census Tract 8011.04, Prince George's County, Maryland",Korean,33,32%,1%,33,0.32,0.01,26
24033801215,"Census Tract 8012.15, Prince George's County, Maryland",Chinese,33,70%,1%,33,0.7,0.01,26
11001001702,"Census Tract 17.02, District of Columbia, District of Columbia",Nepalese,33,80%,1%,33,0.8,0.01,26
11001009102,"Census Tract 91.02, District of Columbia, District of Columbia",Pakistani,33,56%,1%,33,0.56,0.01,26
51047930101,"Census Tract 9301.01, Culpeper County, Virginia",Chinese,33,79%,1%,33,0.79,0.01,26
51179010206,"Census Tract 102.06, Stafford County, Virginia",Korean,33,27%,1%,33,0.27,0.01,26
17031062700,"Census Tract 627, Cook County, Illinois",Filipino,33,44%,1%,33,0.44,0.01,6
17031520300,"Census Tract 5203, Cook County, Illinois",Chinese,33,100%,1%,33,1,0.01,6
17031821101,"Census Tract 8211.01, Cook County, Illinois",Asian Indian,33,34%,1%,33,0.34,0.01,6
17063000900,"Census Tract 9, Grundy County, Illinois",Filipino,33,100%,1%,33,1,0.01,6
17089852803,"Census Tract 8528.03, Kane County, Illinois",Cambodian,33,35%,1%,33,0.35,0.01,6
17097860103,"Census Tract 8601.03, Lake County, Illinois",Filipino,33,100%,1%,33,1,0.01,6
18089043405,"Census Tract 434.05, Lake County, Indiana",Asian Indian,33,100%,1%,33,1,0.01,6
25009250700,"Census Tract 2507, Essex County, Massachusetts",Vietnamese,33,54%,1%,33,0.54,0.01,2
25017301101,"Census Tract 3011.01, Middlesex County, Massachusetts",Pakistani,33,69%,1%,33,0.69,0.01,2
25021402102,"Census Tract 4021.02, Norfolk County, Massachusetts",Asian Indian,33,29%,1%,33,0.29,0.01,2
25023530901,"Census Tract 5309.01, Plymouth County, Massachusetts",Asian Indian,33,45%,0%,33,0.45,0,2
33015052000,"Census Tract 520, Rockingham County, New Hampshire",Korean,33,100%,1%,33,1,0.01,2
33015054000,"Census Tract 540, Rockingham County, New Hampshire",Filipino,33,41%,1%,33,0.41,0.01,2
26125129000,"Census Tract 1290, Oakland County, Michigan",Chinese,33,69%,1%,33,0.69,0.01,5
26125144701,"Census Tract 1447.01, Oakland County, Michigan",Korean,33,65%,1%,33,0.65,0.01,5
26125170200,"Census Tract 1702, Oakland County, Michigan",Filipino,33,52%,1%,33,0.52,0.01,5
26125180100,"Census Tract 1801, Oakland County, Michigan",Asian Indian,33,53%,1%,33,0.53,0.01,5
26163584000,"Census Tract 5840, Wayne County, Michigan",Chinese,33,55%,1%,33,0.55,0.01,5
27003051001,"Census Tract 510.01, Anoka County, Minnesota",Asian Indian,33,27%,1%,33,0.27,0.01,12
27025110402,"Census Tract 1104.02, Chisago County, Minnesota",Hmong,33,50%,1%,33,0.5,0.01,12
27053021602,"Census Tract 216.02, Hennepin County, Minnesota",Asian Indian,33,48%,1%,33,0.48,0.01,12
27053026712,"Census Tract 267.12, Hennepin County, Minnesota",Asian Indian,33,35%,1%,33,0.35,0.01,12
27053108900,"Census Tract 1089, Hennepin County, Minnesota",Vietnamese,33,67%,1%,33,0.67,0.01,12
27053109800,"Census Tract 1098, Hennepin County, Minnesota",Asian Indian,33,46%,1%,33,0.46,0.01,12
27123036500,"Census Tract 365, Ramsey County, Minnesota",Chinese,33,29%,1%,33,0.29,0.01,12
36047002000,"Census Tract 20, Kings County, New York",Filipino,33,39%,3%,33,0.39,0.03,13
36047044700,"Census Tract 447, Kings County, New York",Chinese,33,28%,1%,33,0.28,0.01,13
36059411200,"Census Tract 4112, Nassau County, New York",Filipino,33,75%,0%,33,0.75,0,13
36059415201,"Census Tract 4152.01, Nassau County, New York",Pakistani,33,38%,1%,33,0.38,0.01,13
36059981100,"Census Tract 9811, Nassau County, New York",Chinese,33,49%,3%,33,0.49,0.03,13
36061010900,"Census Tract 109, New York County, New York",Chinese,33,67%,18%,33,0.67,0.18,13
36061011300,"Census Tract 113, New York County, New York",Chinese,33,51%,29%,33,0.51,0.29,13
36061023400,"Census Tract 234, New York County, New York",Filipino,33,30%,1%,33,0.3,0.01,13
36061030700,"Census Tract 307, New York County, New York",Filipino,33,23%,1%,33,0.23,0.01,13
36079011300,"Census Tract 113, Putnam County, New York",Asian Indian,33,60%,1%,33,0.6,0.01,13
36081011900,"Census Tract 119, Queens County, New York",Bangladeshi,33,26%,2%,33,0.26,0.02,13
36081069400,"Census Tract 694, Queens County, New York",Filipino,33,35%,1%,33,0.35,0.01,13
36081101002,"Census Tract 1010.02, Queens County, New York",Asian Indian,33,69%,1%,33,0.69,0.01,13
36081103202,"Census Tract 1032.02, Queens County, New York",Asian Indian,33,45%,0%,33,0.45,0,13
36087011700,"Census Tract 117, Rockland County, New York",Filipino,33,79%,1%,33,0.79,0.01,13
36103110902,"Census Tract 1109.02, Suffolk County, New York",Asian Indian,33,63%,1%,33,0.63,0.01,13
36103124401,"Census Tract 1244.01, Suffolk County, New York",Korean,33,100%,1%,33,1,0.01,13
36119014701,"Census Tract 147.01, Westchester County, New York",Chinese,33,24%,1%,33,0.24,0.01,13
53033032008,"Census Tract 320.08, King County, Washington",Cambodian,33,22%,1%,33,0.22,0.01,23
53053072601,"Census Tract 726.01, Pierce County, Washington",Chinese,33,46%,1%,33,0.46,0.01,23
53061040500,"Census Tract 405, Snohomish County, Washington",Asian Indian,33,43%,1%,33,0.43,0.01,23
53061053508,"Census Tract 535.08, Snohomish County, Washington",Filipino,33,69%,1%,33,0.69,0.01,23
48039661400,"Census Tract 6614, Brazoria County, Texas",Vietnamese,33,65%,0%,33,0.65,0,8
48039664400,"Census Tract 6644, Brazoria County, Texas",Filipino,33,58%,1%,33,0.58,0.01,8
48113001503,"Census Tract 15.03, Dallas County, Texas",Laotian,33,29%,1%,33,0.29,0.01,4
48113013009,"Census Tract 130.09, Dallas County, Texas",Burmese,33,39%,1%,33,0.39,0.01,4
48201321401,"Census Tract 3214.01, Harris County, Texas",Vietnamese,33,100%,1%,33,1,0.01,8
48201321500,"Census Tract 3215, Harris County, Texas",Korean,33,100%,1%,33,1,0.01,8
48367140408,"Census Tract 1404.08, Parker County, Texas",Vietnamese,33,100%,1%,33,1,0.01,4
48439110907,"Census Tract 1109.07, Tarrant County, Texas",Asian Indian,33,69%,1%,33,0.69,0.01,4
48439113002,"Census Tract 1130.02, Tarrant County, Texas",Laotian,33,85%,0%,33,0.85,0,4
04013040522,"Census Tract 405.22, Maricopa County, Arizona",Asian Indian,33,69%,1%,33,0.69,0.01,15
04013104227,"Census Tract 1042.27, Maricopa County, Arizona",Cambodian,33,47%,2%,33,0.47,0.02,15
04013108000,"Census Tract 1080, Maricopa County, Arizona",Korean,33,48%,1%,33,0.48,0.01,15
04013109102,"Census Tract 1091.02, Maricopa County, Arizona",Burmese,33,53%,1%,33,0.53,0.01,15
04013112301,"Census Tract 1123.01, Maricopa County, Arizona",Chinese,33,100%,1%,33,1,0.01,15
04013216835,"Census Tract 2168.35, Maricopa County, Arizona",Asian Indian,33,29%,1%,33,0.29,0.01,15
04013216844,"Census Tract 2168.44, Maricopa County, Arizona",Asian Indian,33,34%,1%,33,0.34,0.01,15
04013617100,"Census Tract 6171, Maricopa County, Arizona",Filipino,33,42%,1%,33,0.42,0.01,15
04013817300,"Census Tract 8173, Maricopa County, Arizona",Chinese,33,70%,1%,33,0.7,0.01,15
02170000200,"Census Tract 2, Matanuska-Susitna Borough, Alaska",Hmong,33,73%,2%,33,0.73,0.02,7
02170000706,"Census Tract 7.06, Matanuska-Susitna Borough, Alaska",Filipino,33,100%,1%,33,1,0.01,7
05007021407,"Census Tract 214.07, Benton County, Arkansas",Chinese,33,58%,1%,33,0.58,0.01,3
49035102100,"Census Tract 1021, Salt Lake County, Utah",Chinese,33,87%,2%,33,0.87,0.02,19
49035103900,"Census Tract 1039, Salt Lake County, Utah",Pakistani,33,25%,1%,33,0.25,0.01,19
49049002204,"Census Tract 22.04, Utah County, Utah",Chinese,33,37%,1%,33,0.37,0.01,16
49049002701,"Census Tract 27.01, Utah County, Utah",Korean,33,72%,1%,33,0.72,0.01,16
13067030322,"Census Tract 303.22, Cobb County, Georgia",Pakistani,33,47%,1%,33,0.47,0.01,1
13067031404,"Census Tract 314.04, Cobb County, Georgia",Korean,33,100%,1%,33,1,0.01,1
13089021413,"Census Tract 214.13, DeKalb County, Georgia",Asian Indian,33,85%,1%,33,0.85,0.01,1
13089022900,"Census Tract 229, DeKalb County, Georgia",Chinese,33,26%,1%,33,0.26,0.01,1
13089023204,"Census Tract 232.04, DeKalb County, Georgia",Cambodian,33,48%,0%,33,0.48,0,1
13121005300,"Census Tract 53, Fulton County, Georgia",Asian Indian,33,100%,1%,33,1,0.01,1
13247060407,"Census Tract 604.07, Rockdale County, Georgia",Vietnamese,33,80%,1%,33,0.8,0.01,1
32003004100,"Census Tract 41, Clark County, Nevada",Filipino,33,54%,1%,33,0.54,0.01,10
06001408500,"Census Tract 4085, Alameda County, California",Vietnamese,32,22%,1%,32,0.22,0.01,21
06037228500,"Census Tract 2285, Los Angeles County, California",Japanese,32,100%,1%,32,1,0.01,11
06037228900,"Census Tract 2289, Los Angeles County, California",Cambodian,32,86%,1%,32,0.86,0.01,11
06037237202,"Census Tract 2372.02, Los Angeles County, California",Vietnamese,32,100%,1%,32,1,0.01,11
06037262303,"Census Tract 2623.03, Los Angeles County, California",Filipino,32,41%,1%,32,0.41,0.01,11
06037542105,"Census Tract 5421.05, Los Angeles County, California",Cambodian,32,76%,1%,32,0.76,0.01,11
06037600902,"Census Tract 6009.02, Los Angeles County, California",Chinese,32,60%,0%,32,0.6,0,11
06037601002,"Census Tract 6010.02, Los Angeles County, California",Japanese,32,51%,1%,32,0.51,0.01,11
06037910101,"Census Tract 9101.01, Los Angeles County, California",Filipino,32,100%,2%,32,1,0.02,11
06059075004,"Census Tract 750.04, Orange County, California",Vietnamese,32,78%,1%,32,0.78,0.01,11
06061021106,"Census Tract 211.06, Placer County, California",Chinese,32,45%,1%,32,0.45,0.01,18
06065031401,"Census Tract 314.01, Riverside County, California",Japanese,32,46%,0%,32,0.46,0,17
06065041905,"Census Tract 419.05, Riverside County, California",Filipino,32,26%,1%,32,0.26,0.01,17
06065044505,"Census Tract 445.05, Riverside County, California",Asian Indian,32,100%,1%,32,1,0.01,17
06071001600,"Census Tract 16, San Bernardino County, California",Asian Indian,32,78%,1%,32,0.78,0.01,17
06071003700,"Census Tract 37, San Bernardino County, California",Filipino,32,55%,1%,32,0.55,0.01,17
06073010601,"Census Tract 106.01, San Diego County, California",Filipino,32,43%,1%,32,0.43,0.01,20
06073014901,"Census Tract 149.01, San Diego County, California",Japanese,32,41%,1%,32,0.41,0.01,20
06073017303,"Census Tract 173.03, San Diego County, California",Asian Indian,32,35%,1%,32,0.35,0.01,20
06073017702,"Census Tract 177.02, San Diego County, California",Filipino,32,55%,1%,32,0.55,0.01,20
06073020810,"Census Tract 208.10, San Diego County, California",Filipino,32,100%,1%,32,1,0.01,20
06073020903,"Census Tract 209.03, San Diego County, California",Chinese,32,30%,1%,32,0.3,0.01,20
06077003900,"Census Tract 39, San Joaquin County, California",Filipino,32,63%,2%,32,0.63,0.02,24
06077005001,"Census Tract 50.01, San Joaquin County, California",Filipino,32,43%,1%,32,0.43,0.01,24
42017102002,"Census Tract 1020.02, Bucks County, Pennsylvania",Vietnamese,32,50%,1%,32,0.5,0.01,14
42029300700,"Census Tract 3007, Chester County, Pennsylvania",Korean,32,44%,1%,32,0.44,0.01,14
42045403001,"Census Tract 4030.01, Delaware County, Pennsylvania",Asian Indian,32,59%,1%,32,0.59,0.01,14
42091201704,"Census Tract 2017.04, Montgomery County, Pennsylvania",Korean,32,48%,1%,32,0.48,0.01,14
42091208203,"Census Tract 2082.03, Montgomery County, Pennsylvania",Filipino,32,71%,1%,32,0.71,0.01,14
42101007400,"Census Tract 74, Philadelphia County, Pennsylvania",Filipino,32,37%,1%,32,0.37,0.01,14
42101015600,"Census Tract 156, Philadelphia County, Pennsylvania",Chinese,32,74%,2%,32,0.74,0.02,14
42101032900,"Census Tract 329, Philadelphia County, Pennsylvania",Taiwanese,32,34%,1%,32,0.34,0.01,14
42101036700,"Census Tract 367, Philadelphia County, Pennsylvania",Chinese,32,51%,1%,32,0.51,0.01,14
34005700702,"Census Tract 7007.02, Burlington County, New Jersey",Vietnamese,32,38%,1%,32,0.38,0.01,14
34017005500,"Census Tract 55, Hudson County, New Jersey",Asian Indian,32,54%,1%,32,0.54,0.01,13
34017015002,"Census Tract 150.02, Hudson County, New Jersey",Asian Indian,32,49%,1%,32,0.49,0.01,13
34025803600,"Census Tract 8036, Monmouth County, New Jersey",Filipino,32,33%,1%,32,0.33,0.01,13
34025807400,"Census Tract 8074, Monmouth County, New Jersey",Asian Indian,32,71%,1%,32,0.71,0.01,13
34029713800,"Census Tract 7138, Ocean County, New Jersey",Filipino,32,58%,1%,32,0.58,0.01,13
34029731206,"Census Tract 7312.06, Ocean County, New Jersey",Filipino,32,100%,1%,32,1,0.01,13
34035051200,"Census Tract 512, Somerset County, New Jersey",Vietnamese,32,35%,1%,32,0.35,0.01,13
34037373700,"Census Tract 3737, Sussex County, New Jersey",Asian Indian,32,48%,1%,32,0.48,0.01,13
10003000200,"Census Tract 2, New Castle County, Delaware",Nepalese,32,100%,0%,32,1,0,14
10003012200,"Census Tract 122, New Castle County, Delaware",Chinese,32,63%,1%,32,0.63,0.01,14
24021752102,"Census Tract 7521.02, Frederick County, Maryland",Korean,32,57%,1%,32,0.57,0.01,26
11001003000,"Census Tract 30, District of Columbia, District of Columbia",Korean,32,34%,1%,32,0.34,0.01,26
11001008200,"Census Tract 82, District of Columbia, District of Columbia",Korean,32,31%,1%,32,0.31,0.01,26
17031051400,"Census Tract 514, Cook County, Illinois",Thai,32,35%,2%,32,0.35,0.02,6
17031221600,"Census Tract 2216, Cook County, Illinois",Korean,32,27%,1%,32,0.27,0.01,6
17031822102,"Census Tract 8221.02, Cook County, Illinois",Korean,32,42%,1%,32,0.42,0.01,6
17031828506,"Census Tract 8285.06, Cook County, Illinois",Filipino,32,65%,0%,32,0.65,0,6
17043842300,"Census Tract 8423, DuPage County, Illinois",Filipino,32,40%,1%,32,0.4,0.01,6
17089853005,"Census Tract 8530.05, Kane County, Illinois",Filipino,32,51%,1%,32,0.51,0.01,6
17197882702,"Census Tract 8827.02, Will County, Illinois",Filipino,32,55%,1%,32,0.55,0.01,6
25009269100,"Census Tract 2691, Essex County, Massachusetts",Japanese,32,60%,0%,32,0.6,0,2
33015004000,"Census Tract 40, Rockingham County, New Hampshire",Korean,32,52%,1%,32,0.52,0.01,2
33015055002,"Census Tract 550.02, Rockingham County, New Hampshire",Korean,32,44%,1%,32,0.44,0.01,2
33015069300,"Census Tract 693, Rockingham County, New Hampshire",Japanese,32,76%,1%,32,0.76,0.01,2
26093742900,"Census Tract 7429, Livingston County, Michigan",Chinese,32,73%,1%,32,0.73,0.01,5
26099225300,"Census Tract 2253, Macomb County, Michigan",Chinese,32,47%,1%,32,0.47,0.01,5
26125187000,"Census Tract 1870, Oakland County, Michigan",Filipino,32,59%,1%,32,0.59,0.01,5
26163516500,"Census Tract 5165, Wayne County, Michigan",Asian Indian,32,37%,2%,32,0.37,0.02,5
26163562800,"Census Tract 5628, Wayne County, Michigan",Chinese,32,44%,1%,32,0.44,0.01,5
26163588400,"Census Tract 5884, Wayne County, Michigan",Chinese,32,78%,1%,32,0.78,0.01,5
27037060902,"Census Tract 609.02, Dakota County, Minnesota",Filipino,32,48%,1%,32,0.48,0.01,12
27037061107,"Census Tract 611.07, Dakota County, Minnesota",Korean,32,80%,0%,32,0.8,0,12
27053021100,"Census Tract 211, Hennepin County, Minnesota",Vietnamese,32,100%,2%,32,1,0.02,12
27053022801,"Census Tract 228.01, Hennepin County, Minnesota",Chinese,32,47%,2%,32,0.47,0.02,12
27053027300,"Census Tract 273, Hennepin County, Minnesota",Chinese,32,43%,1%,32,0.43,0.01,12
27053103000,"Census Tract 1030, Hennepin County, Minnesota",Chinese,32,30%,2%,32,0.3,0.02,12
36005038900,"Census Tract 389, Bronx County, New York",Chinese,32,28%,1%,32,0.28,0.01,13
36047011900,"Census Tract 119, Kings County, New York",Chinese,32,34%,2%,32,0.34,0.02,13
36047045200,"Census Tract 452, Kings County, New York",Pakistani,32,51%,1%,32,0.51,0.01,13
36047067400,"Census Tract 674, Kings County, New York",Asian Indian,32,35%,2%,32,0.35,0.02,13
36047075800,"Census Tract 758, Kings County, New York",Chinese,32,65%,2%,32,0.65,0.02,13
36047097400,"Census Tract 974, Kings County, New York",Asian Indian,32,56%,1%,32,0.56,0.01,13
36047123700,"Census Tract 1237, Kings County, New York",Chinese,32,54%,1%,32,0.54,0.01,13
36059407802,"Census Tract 4078.02, Nassau County, New York",Asian Indian,32,56%,2%,32,0.56,0.02,13
36081027600,"Census Tract 276, Queens County, New York",Asian Indian,32,84%,2%,32,0.84,0.02,13
36081062100,"Census Tract 621, Queens County, New York",Chinese,32,100%,1%,32,1,0.01,13
36103111001,"Census Tract 1110.01, Suffolk County, New York",Chinese,32,40%,2%,32,0.4,0.02,13
36103111803,"Census Tract 1118.03, Suffolk County, New York",Korean,32,37%,1%,32,0.37,0.01,13
36103146300,"Census Tract 1463, Suffolk County, New York",Asian Indian,32,46%,1%,32,0.46,0.01,13
36119013301,"Census Tract 133.01, Westchester County, New York",Asian Indian,32,46%,1%,32,0.46,0.01,13
53033032007,"Census Tract 320.07, King County, Washington",Chinese,32,46%,1%,32,0.46,0.01,23
53033032702,"Census Tract 327.02, King County, Washington",Japanese,32,62%,0%,32,0.62,0,23
53061053201,"Census Tract 532.01, Snohomish County, Washington",Chinese,32,41%,1%,32,0.41,0.01,23
